Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
49,2,1,10,4,0,3,0,3,5,7,1,1,9,0,11,4,0,4,3,2,1
50,0,0,3,2,2,1,1,2,1,3,3,0,1,0,14,3,0,2,3,2,0
37,0,1,3,3,5,4,0,3,2,8,2,1,3,1,15,1,0,3,2,3,0
59,0,2,6,2,3,2,1,3,1,6,3,0,8,1,17,4,0,2,2,2,2
29,0,0,1,3,3,2,0,2,1,3,3,2,6,0,19,3,3,3,3,2,0
39,0,0,5,3,1,4,1,3,2,3,4,0,3,1,14,3,1,6,4,0,0
38,0,1,2,3,3,3,1,3,2,5,2,0,4,1,11,1,2,2,3,2,1
35,0,1,1,4,0,3,0,1,1,1,4,0,1,1,12,4,1,5,3,3,1
28,2,1,2,2,3,3,1,2,1,4,1,1,7,1,11,3,0,2,2,0,0
30,0,0,29,4,0,3,1,3,2,2,1,2,8,1,19,3,3,3,3,3,0
38,0,1,15,2,0,3,1,2,3,7,4,2,0,0,14,2,1,3,3,10,2
31,2,1,3,3,0,4,0,3,1,1,3,1,1,1,12,1,0,2,1,2,7
38,0,1,29,3,1,4,1,3,2,5,4,0,3,1,18,1,1,3,1,7,1
46,0,1,2,3,0,1,1,3,4,7,3,0,6,1,13,3,0,2,1,2,0
41,0,0,3,3,0,3,1,2,2,2,2,2,2,1,11,3,1,5,3,4,0
20,0,0,21,3,2,3,1,4,1,3,4,1,1,1,17,4,0,2,3,1,2
30,0,1,8,2,0,2,0,4,3,7,1,0,0,0,12,3,3,4,2,7,1
59,0,1,18,4,3,4,1,3,3,5,4,1,6,1,12,4,0,6,2,7,5
35,0,0,16,3,2,3,1,3,3,2,2,0,0,1,15,3,2,3,2,9,6
32,0,1,1,3,0,2,1,3,2,1,2,0,1,1,17,2,2,3,3,4,0
38,0,0,10,4,2,3,1,2,3,2,3,2,0,0,14,2,2,2,3,7,2
42,2,1,19,3,3,3,1,4,1,1,3,2,6,0,12,4,0,2,3,2,2
39,0,1,18,2,0,1,1,3,2,5,3,1,0,1,11,1,0,6,3,7,1
44,0,1,1,4,0,2,1,4,2,8,1,0,2,1,15,4,1,5,3,0,2
48,0,1,10,3,0,4,1,2,5,7,2,0,4,1,12,4,0,3,3,10,12
30,0,0,9,3,3,2,1,3,1,3,4,1,1,1,13,3,0,3,2,0,0
49,0,0,8,4,1,4,1,2,4,2,2,0,6,1,17,2,1,3,3,8,2
21,0,1,18,1,5,4,0,3,1,1,4,1,1,1,19,1,0,3,2,0,0
32,0,0,19,3,0,4,1,1,3,2,3,0,3,1,13,3,1,2,1,3,0
29,0,1,29,1,0,4,1,1,2,8,3,2,8,1,17,4,2,3,3,0,1
30,2,1,5,4,0,2,1,2,1,1,4,2,9,1,12,2,1,3,2,4,0
35,0,0,10,3,3,4,1,2,3,2,1,0,9,1,17,3,0,3,3,12,6
27,2,0,20,3,0,4,0,3,2,2,3,1,1,1,14,4,0,2,3,7,0
31,0,2,8,2,3,4,0,4,1,6,2,1,9,1,18,4,0,3,3,2,0
55,0,1,2,4,1,2,1,2,1,1,4,0,8,1,20,2,1,2,4,2,0
33,0,0,10,4,2,2,1,3,2,2,3,1,1,1,14,2,0,2,2,4,0
18,1,1,5,2,0,2,1,3,1,1,4,1,1,1,15,4,0,2,3,0,0
53,0,0,2,2,3,3,1,3,4,0,3,2,6,1,13,3,1,3,4,13,15
37,1,1,5,2,1,3,1,4,1,4,3,1,0,1,14,1,0,2,1,5,1
54,0,1,10,3,3,3,0,3,2,5,1,1,6,0,19,4,0,3,3,2,1
33,0,1,14,3,3,3,1,3,1,4,4,0,5,0,13,3,1,2,1,4,0
29,2,1,14,1,5,3,0,3,3,8,4,1,0,0,12,1,0,1,3,7,7
40,0,1,2,1,3,2,0,4,2,8,3,2,5,1,20,2,3,0,3,11,11
45,0,1,7,3,0,2,1,3,3,1,1,2,2,1,17,3,1,2,3,0,0
34,0,1,6,1,3,2,1,3,1,1,1,1,2,1,11,3,0,2,3,2,1
30,2,0,26,4,2,3,0,2,2,2,1,1,5,1,15,3,0,5,2,3,0
43,2,1,27,3,0,3,0,3,3,5,1,0,8,1,11,3,1,1,3,7,0
48,0,1,6,3,0,1,1,2,2,8,3,1,2,1,13,4,0,0,3,2,2
18,2,0,3,2,3,2,0,3,1,3,4,1,1,0,12,3,0,2,4,0,0
34,2,1,7,3,0,1,1,1,2,4,3,1,1,0,24,4,0,3,3,7,0
41,0,1,14,3,0,1,1,3,1,1,3,2,4,1,12,1,1,2,3,8,1
42,1,1,23,2,0,4,1,2,2,1,3,1,1,1,12,4,0,2,3,9,3
36,2,1,18,1,3,2,0,3,1,4,4,1,1,1,13,1,0,2,3,1,1
21,0,1,3,2,3,4,1,2,1,1,3,1,1,1,17,1,0,4,4,2,1
27,0,1,2,4,0,4,0,3,1,4,1,2,1,1,13,4,1,6,3,0,0
33,0,0,16,3,2,1,0,3,2,2,1,1,5,1,15,3,0,3,3,2,0
32,0,0,2,4,2,3,1,2,2,2,2,1,7,0,12,3,0,3,2,2,2
24,0,0,3,2,0,1,0,3,2,2,3,1,9,1,14,1,0,3,3,2,2
38,0,1,23,4,0,4,1,3,2,8,4,2,9,1,14,2,1,2,3,2,1
32,1,0,11,4,5,4,1,4,2,2,3,0,8,1,12,4,0,2,3,2,1
33,1,0,22,2,2,3,1,3,2,2,2,0,0,1,13,1,1,2,4,7,0
36,2,1,23,2,3,3,1,4,2,4,4,0,4,1,17,3,1,3,3,2,0
34,0,1,2,4,3,4,1,4,1,1,4,0,0,0,14,1,3,3,3,0,1
44,0,1,15,3,3,1,0,3,3,8,4,0,1,1,11,4,1,2,3,7,0
33,0,1,1,4,5,3,1,2,1,1,1,1,3,0,11,2,0,1,3,2,0
30,0,1,7,3,3,2,1,2,1,1,2,0,1,1,12,2,1,3,2,4,1
30,0,1,1,3,3,4,1,3,1,1,2,0,0,0,21,1,1,2,3,9,5
56,0,2,8,4,0,4,1,3,5,0,2,1,6,1,14,1,0,4,3,3,7
53,0,1,5,3,5,3,0,3,5,0,3,2,4,1,11,4,1,3,2,13,4
35,0,1,7,2,0,3,1,2,1,4,4,0,1,1,18,4,1,5,2,0,0
19,0,1,3,1,3,2,0,3,1,4,2,1,1,1,14,4,0,3,3,0,0
42,0,1,7,4,3,2,0,4,2,1,2,0,6,0,16,4,0,2,3,0,0
49,0,1,22,4,5,1,0,3,4,7,2,0,3,1,16,2,2,2,3,2,1
45,1,1,4,2,0,3,1,3,2,4,2,0,1,1,12,2,0,5,2,7,0
26,0,1,3,4,3,1,1,4,1,4,4,0,1,1,22,2,1,2,3,7,0
27,0,1,14,3,0,1,1,3,1,1,1,0,1,0,14,4,2,3,2,7,6
28,0,1,2,4,3,3,1,3,1,1,3,1,6,1,17,4,0,3,2,2,2
47,0,1,1,3,1,1,1,3,1,1,4,0,7,1,12,3,1,2,2,5,1
30,0,2,9,3,4,3,1,3,2,6,4,0,0,0,19,4,0,2,1,9,4
52,0,0,2,1,2,1,0,1,5,0,4,0,1,1,15,4,1,3,3,14,6
39,0,1,10,1,3,3,1,3,3,7,3,1,7,1,21,3,0,3,3,3,2
26,0,1,7,3,5,3,1,4,1,4,1,1,0,1,12,4,0,2,3,7,0
28,0,1,2,4,3,1,1,1,1,1,4,0,5,0,13,4,0,4,2,2,2
31,0,1,12,1,3,3,0,3,1,1,4,0,8,0,23,3,1,0,3,2,0
38,0,1,6,2,5,4,0,2,1,4,3,0,1,1,11,2,1,3,3,4,0
31,0,0,2,1,0,2,1,3,2,2,4,1,4,0,13,3,0,2,4,5,0
49,0,0,11,3,2,3,0,3,3,2,4,0,1,1,18,1,2,3,4,8,7
53,0,1,2,3,3,4,1,4,4,7,2,1,4,1,12,2,0,2,2,8,8
18,0,1,3,3,0,3,1,3,1,4,3,1,1,1,13,3,0,2,3,0,0
43,1,1,9,3,0,1,1,3,1,1,3,1,4,1,13,3,0,2,2,2,1
29,2,1,1,3,0,4,1,4,2,8,3,1,8,0,12,4,0,5,4,2,0
32,0,0,6,4,3,2,1,3,2,2,3,1,1,1,16,1,0,0,3,8,5
22,0,1,7,1,0,4,1,3,1,1,2,1,1,0,23,1,0,2,3,0,0
32,1,1,1,3,0,4,1,3,1,4,4,2,0,1,12,2,1,2,3,0,0
40,0,1,12,3,0,2,0,3,2,8,1,2,2,1,12,2,1,3,3,4,7
44,2,1,24,3,0,4,1,3,1,4,3,2,3,0,22,4,1,0,1,0,0
42,0,1,2,4,0,3,0,3,2,8,4,0,1,1,13,2,2,4,3,2,2
48,0,0,2,5,2,2,0,3,2,2,4,0,2,1,14,1,1,2,3,7,6
34,0,1,5,2,3,2,1,2,2,4,4,0,1,1,14,3,1,3,4,10,4
33,1,0,16,3,0,3,0,3,2,2,4,2,1,0,25,3,1,2,3,5,1
37,1,1,1,4,3,1,0,3,3,7,4,2,2,0,18,1,2,2,3,2,0
52,0,1,7,4,0,2,1,3,3,8,2,1,7,1,19,4,0,4,3,6,4
21,0,1,5,1,3,3,1,3,1,1,4,1,1,1,18,3,0,2,3,2,2
26,1,1,7,3,3,4,1,3,1,4,4,1,1,1,20,3,0,5,3,7,5
30,0,1,9,2,3,4,1,2,1,4,3,1,1,1,13,1,0,5,3,0,1
29,0,1,9,3,0,3,1,4,1,1,3,0,6,1,18,1,2,2,2,0,0
38,0,1,25,2,0,1,0,2,3,7,2,0,3,1,17,3,1,2,3,8,0
46,0,1,1,4,3,4,1,3,5,7,4,2,9,1,17,4,2,0,3,2,2
29,0,1,15,2,0,4,0,2,2,4,3,1,0,0,12,4,0,3,3,5,0
33,2,0,25,3,3,2,0,3,2,2,3,0,1,1,12,1,1,3,2,7,0
47,0,0,14,3,3,3,0,3,2,2,3,0,3,0,17,3,1,4,2,4,1
23,0,0,2,1,1,3,1,3,1,3,1,2,3,1,13,3,1,3,3,0,0
46,0,1,8,4,0,4,0,2,2,1,1,2,8,0,23,1,3,2,3,13,1
24,2,1,9,3,3,2,1,3,1,4,1,1,2,0,11,3,0,2,2,0,0
35,2,1,18,4,0,3,1,3,2,8,3,0,1,0,14,4,2,2,4,2,0
23,0,1,20,1,0,1,1,3,2,4,3,1,0,1,14,2,0,2,3,3,1
55,0,1,4,4,0,4,1,3,2,8,3,0,0,0,16,2,0,2,3,2,1
30,0,1,20,3,5,3,1,3,2,5,1,0,0,1,15,3,1,1,2,2,0
33,0,1,1,4,5,4,1,3,1,1,4,1,1,0,13,3,0,2,2,9,7
46,0,1,1,4,3,4,1,3,3,8,1,2,7,1,16,3,1,3,3,2,0
29,0,0,10,3,3,3,1,2,2,2,3,1,9,1,11,3,0,2,3,2,1
27,0,1,2,4,0,1,0,3,2,5,4,0,0,1,18,2,1,2,3,2,2
29,0,1,23,2,0,3,1,4,1,1,3,0,1,1,24,3,1,3,3,7,0
51,0,1,6,3,0,1,1,3,5,7,3,1,7,1,13,3,0,5,3,18,15
22,0,1,8,1,0,2,1,1,1,4,1,0,1,1,15,1,1,3,2,3,1
30,1,1,9,2,3,3,0,3,2,5,3,1,7,0,18,3,0,3,3,4,1
58,0,0,10,4,3,4,1,3,4,2,3,1,0,1,13,3,0,1,2,10,1
36,0,1,2,3,0,4,0,3,1,1,3,0,4,1,13,2,1,3,3,2,2
43,2,1,28,3,3,2,0,4,1,1,3,1,4,1,12,4,0,2,3,2,1
21,0,1,15,2,0,3,1,3,1,1,4,1,1,1,14,4,0,6,3,0,0
26,0,0,5,3,5,4,0,2,1,3,3,1,0,1,18,4,0,2,3,2,0
29,0,0,10,3,2,4,1,3,1,3,2,2,1,1,14,4,2,2,3,2,2
21,0,0,12,3,0,3,0,4,1,3,2,1,1,1,15,4,0,0,3,0,0
22,0,1,11,3,3,1,0,3,1,1,2,0,1,1,13,4,1,1,3,1,1
49,1,1,18,4,0,4,1,3,2,5,4,2,1,0,15,1,2,0,3,7,1
34,0,0,2,3,2,3,0,3,2,2,1,1,0,0,12,4,0,3,3,2,0
40,0,0,22,2,2,3,1,2,2,2,3,0,2,0,12,1,2,6,3,4,1
35,0,1,1,3,3,4,0,2,2,4,4,0,0,1,12,2,1,0,3,7,0
40,0,0,2,2,2,4,0,3,2,2,2,2,7,1,12,3,2,5,3,4,1
39,1,1,9,3,0,3,1,3,2,4,2,1,9,1,15,3,0,2,2,4,0
43,2,0,2,4,0,1,1,3,2,2,4,0,1,1,20,3,1,5,3,7,7
42,0,1,2,3,3,4,0,2,1,4,1,2,0,0,11,3,1,4,3,6,7
45,1,1,1,1,0,3,1,2,3,8,3,0,3,1,23,4,1,3,2,15,14
38,0,0,14,3,0,3,1,3,2,2,2,0,0,1,11,4,1,3,3,8,7
32,0,1,6,5,0,3,1,3,1,1,3,1,3,1,20,1,0,2,3,4,1
29,0,2,6,1,3,4,1,2,1,6,2,0,1,1,11,4,0,3,3,0,0
34,0,1,8,5,0,2,0,3,2,5,1,2,3,1,14,3,1,3,3,0,0
27,0,1,1,2,3,4,1,3,1,4,2,2,1,1,11,2,1,2,3,2,0
19,0,1,25,3,0,2,0,4,1,1,4,1,1,0,12,4,0,2,3,0,0
47,0,0,4,2,0,4,0,3,2,2,4,1,1,0,17,3,0,0,3,0,0
35,0,0,4,3,1,4,1,3,3,2,1,1,0,0,22,1,0,2,3,7,4
42,1,1,2,1,0,3,1,3,4,0,3,0,0,0,13,4,0,3,2,8,2
30,0,0,15,2,2,3,1,2,3,2,1,2,2,1,11,1,1,2,3,7,1
35,0,0,15,2,3,1,1,1,2,2,4,2,6,0,14,4,2,2,2,2,2
48,2,0,7,2,3,4,0,3,1,3,3,0,2,0,11,3,2,3,3,7,7
28,0,1,19,4,3,4,1,2,1,4,1,0,1,1,12,3,3,2,3,5,3
18,1,1,1,3,0,4,0,3,1,4,4,1,1,1,15,3,0,5,4,0,0
39,0,1,3,2,3,3,1,2,2,4,3,2,0,1,15,4,1,3,3,8,0
32,0,0,1,4,2,3,0,3,3,2,4,0,1,1,19,3,2,3,3,10,5
49,0,1,3,2,3,3,0,2,2,4,1,0,4,1,25,1,1,3,3,2,1
34,0,0,15,2,3,3,0,3,2,2,1,1,1,1,12,4,0,6,4,8,9
55,1,1,2,1,3,3,1,2,4,0,1,1,7,1,15,2,0,3,4,7,6
30,0,1,28,2,3,4,0,3,2,1,4,0,1,1,13,4,2,2,3,8,1
40,0,1,19,2,3,3,1,3,2,4,4,0,8,0,15,3,1,2,4,2,3
34,0,1,1,2,3,1,1,3,2,5,2,0,1,1,15,3,0,2,3,2,1
36,0,2,8,3,0,1,1,2,1,6,1,0,0,1,21,3,0,3,3,4,0
33,0,0,10,5,2,4,1,4,3,2,3,2,0,0,14,4,2,3,3,8,0
35,0,1,7,3,5,3,1,3,3,5,3,1,3,1,21,2,0,3,4,5,1
37,1,1,25,5,3,2,0,3,2,1,3,0,3,0,15,1,2,2,3,11,10
51,0,0,21,4,2,3,1,3,2,2,4,1,0,0,22,4,0,2,1,7,1
30,0,0,1,3,0,2,1,2,2,2,1,0,1,1,11,4,1,4,3,8,6
35,0,1,22,3,0,4,1,1,1,4,3,1,0,1,15,3,0,2,3,4,4
51,0,1,4,4,0,1,1,3,1,1,3,0,9,0,12,3,3,2,4,0,2
45,1,0,26,3,2,1,1,2,2,2,1,0,1,1,15,1,1,2,3,7,4
36,0,1,3,3,1,3,1,3,2,1,2,1,4,1,12,4,0,2,3,0,7
35,0,1,23,4,3,3,0,3,1,4,1,0,3,0,15,3,1,3,3,2,2
35,0,1,16,2,5,4,0,2,2,5,2,0,0,0,11,4,0,2,3,2,0
40,0,1,2,2,3,1,1,3,5,7,3,2,0,1,19,4,1,5,3,7,3
35,1,0,8,2,2,3,0,2,3,2,4,0,4,0,11,2,1,6,2,2,4
39,0,1,24,1,0,1,1,3,2,1,4,1,7,1,13,1,0,2,3,7,1
33,0,1,4,4,3,1,0,2,1,4,2,0,8,1,11,4,0,5,3,4,0
42,0,1,1,4,0,2,0,3,1,4,1,2,3,1,16,2,1,5,3,2,1
40,0,0,1,2,3,2,1,1,2,2,4,0,2,0,22,3,3,2,2,3,0
37,0,0,6,4,3,3,1,3,2,2,4,0,4,1,14,2,1,5,4,4,0
32,1,1,29,4,3,4,0,3,1,4,3,1,9,1,12,2,0,2,3,7,7
29,0,1,1,4,1,1,1,2,1,1,1,1,6,1,13,3,0,2,1,7,0
42,0,1,18,4,0,4,1,3,2,1,1,2,6,0,17,3,1,3,2,3,1
22,0,1,2,1,1,3,1,3,1,4,4,0,0,1,14,3,1,2,3,1,2
33,2,0,7,3,0,4,0,3,2,2,2,0,0,1,17,3,1,3,3,2,0
44,0,1,7,4,3,1,0,2,3,8,4,0,3,1,14,4,1,4,3,6,5
55,0,1,22,3,1,1,1,2,1,1,2,2,5,1,12,4,1,1,3,2,1
36,0,1,1,3,1,3,0,1,3,5,1,2,2,0,21,3,1,2,3,7,7
54,0,2,19,4,3,3,1,3,3,6,2,0,2,1,15,3,1,1,4,7,7
31,0,0,7,4,0,2,1,2,1,3,3,0,3,1,15,2,0,2,4,7,5
35,0,0,1,5,2,3,1,3,3,2,2,0,1,1,13,1,2,3,3,8,0
45,0,1,1,3,5,3,1,4,5,0,4,0,0,1,11,3,1,2,3,0,1
50,0,1,1,2,3,4,1,3,4,7,4,2,9,1,22,3,1,1,2,4,1
44,1,1,24,3,3,1,1,1,1,4,3,1,2,1,14,3,0,5,3,2,1
47,2,0,3,3,3,4,0,3,4,2,3,2,9,0,12,4,2,2,2,2,11
49,0,1,1,3,1,3,0,3,1,1,1,0,2,1,16,2,1,2,3,2,0
29,2,0,20,3,1,3,0,3,1,3,4,0,1,1,15,2,1,5,3,1,0
38,1,2,2,3,4,1,1,3,1,6,2,2,5,1,13,4,3,3,3,10,3
31,0,2,18,5,4,4,1,4,1,6,1,0,0,1,17,3,0,4,3,0,0
30,1,0,22,4,5,3,0,3,3,2,1,0,0,1,11,3,0,3,3,8,7
23,0,1,1,2,0,4,1,3,1,1,3,0,1,1,22,4,1,2,3,0,0
40,0,1,7,3,0,1,1,3,1,4,1,1,3,0,14,2,0,3,1,2,0
28,0,0,5,4,3,1,1,3,2,2,4,1,1,1,14,2,0,3,3,2,0
26,0,1,21,3,3,1,1,3,1,4,3,2,1,1,20,3,1,0,2,1,0
41,0,1,28,4,0,1,0,2,4,5,2,0,0,1,23,3,1,3,3,7,0
23,0,1,8,1,3,4,1,2,1,4,3,1,1,0,11,1,0,2,3,4,1
44,1,1,23,3,3,2,1,3,2,4,2,0,4,1,12,3,1,3,4,2,1
32,1,0,2,1,0,3,0,3,1,3,1,2,1,1,12,3,3,3,3,0,0
40,0,1,6,3,0,2,0,3,4,5,3,1,7,1,15,3,0,3,3,6,5
45,0,0,11,2,0,4,0,3,4,0,4,0,3,1,13,2,1,4,4,3,1
56,0,1,23,3,0,4,1,3,4,5,2,0,4,0,12,1,1,0,3,16,15
37,0,0,3,3,0,3,1,3,3,2,4,1,2,1,12,1,0,3,3,3,1
21,0,1,10,3,0,3,0,2,1,4,1,1,1,1,13,1,0,6,2,0,1
31,0,1,1,4,3,3,1,3,1,1,2,1,1,1,17,2,0,4,3,1,1
40,2,1,26,2,3,3,0,2,2,1,4,0,3,0,13,4,1,3,1,1,0
27,2,1,10,2,0,4,1,3,3,5,1,2,1,1,21,3,2,4,2,7,1
43,0,0,9,3,2,1,0,1,2,2,3,1,8,1,13,2,0,2,2,3,1
45,0,0,4,2,0,3,0,3,2,2,1,2,4,0,11,1,1,3,4,4,0
51,0,1,9,4,0,4,1,3,1,4,4,0,3,1,23,2,2,4,3,2,0
39,0,2,3,3,4,3,0,4,2,6,2,0,9,1,15,3,1,3,1,3,3
39,0,0,2,5,0,1,1,4,3,2,3,1,0,1,18,4,0,3,3,7,0
39,0,1,10,1,3,3,1,3,4,0,1,0,1,0,14,4,0,3,3,9,11
41,0,1,1,3,0,4,1,3,1,1,4,0,3,1,22,1,1,3,3,3,1
32,0,1,4,3,0,3,0,2,2,5,3,0,1,1,12,3,1,3,3,13,6
40,0,0,9,2,3,1,1,3,2,2,1,0,0,1,12,4,0,5,4,4,7
36,0,2,13,3,4,3,1,3,1,6,2,0,4,1,13,2,1,2,3,2,0
38,0,0,7,2,3,1,0,4,2,2,1,2,1,0,24,3,1,3,3,0,7
31,2,1,1,5,0,3,0,4,3,5,2,1,1,1,11,1,0,2,3,8,4
36,1,1,9,4,0,1,1,4,1,4,2,0,1,1,22,2,0,3,3,4,0
34,0,0,10,4,0,3,0,3,1,3,3,0,1,0,19,4,1,2,3,1,0
35,0,2,8,4,1,3,1,3,1,6,3,1,1,1,17,2,0,2,1,4,1
43,0,0,2,3,3,4,1,3,2,2,4,0,1,0,17,1,1,3,3,9,8
38,0,1,2,5,3,4,1,3,1,1,3,0,6,0,13,2,1,0,1,0,0
40,0,0,10,4,2,1,1,2,3,2,2,2,2,1,12,2,1,2,2,0,0
30,1,0,1,3,0,3,0,3,1,2,2,1,0,0,12,2,0,1,3,2,1
47,0,0,9,3,2,1,1,3,3,2,3,1,4,0,12,1,0,1,3,7,3
32,1,0,16,1,0,1,0,1,1,1,1,1,1,0,21,2,0,4,2,1,4
29,0,0,18,3,0,2,0,1,1,2,3,0,3,0,11,2,1,2,2,1,1
48,1,0,7,2,2,3,0,3,1,2,3,0,1,0,11,2,2,3,3,7,7
34,0,0,7,2,1,2,0,2,2,2,1,0,8,1,18,2,0,3,3,10,4
19,0,0,7,1,2,2,1,3,1,3,2,1,1,1,12,2,0,1,3,0,0
49,1,0,1,3,3,3,1,2,2,2,3,1,4,0,13,4,0,3,3,0,0
32,2,1,21,3,2,1,0,3,3,6,1,1,6,0,13,2,1,2,3,1,0
28,1,0,1,3,3,1,0,2,1,3,2,2,1,0,15,1,2,2,3,0,0
27,0,0,2,1,1,3,1,3,1,3,1,1,0,0,11,2,0,3,2,2,0
31,0,0,9,3,2,1,0,3,1,2,2,1,0,0,14,2,0,3,2,0,0
29,1,0,2,2,2,3,1,2,1,3,1,1,7,0,11,3,0,2,2,0,0
49,0,0,12,3,2,3,0,3,3,2,4,0,1,1,17,1,1,3,3,8,7
29,0,0,9,3,2,2,0,1,1,3,2,1,1,1,13,3,0,3,2,1,1
26,1,0,4,1,2,3,0,2,1,1,2,0,0,0,13,1,1,2,3,6,0
52,0,0,6,3,0,1,1,3,3,2,2,1,8,0,18,3,0,2,2,7,6
26,0,1,23,3,1,1,0,1,1,4,2,0,1,1,12,2,0,2,2,0,0
29,0,1,1,3,0,1,0,2,1,1,1,0,6,1,13,2,0,2,1,7,0
19,0,0,6,1,2,2,1,3,1,3,2,1,1,0,13,2,0,3,3,0,0
19,1,0,2,1,1,2,0,1,1,3,1,1,0,1,20,1,0,3,3,0,0
20,0,1,4,3,0,1,1,3,1,4,1,0,1,0,19,2,0,2,3,0,0
49,1,0,1,3,4,3,1,2,2,2,3,1,3,0,13,4,0,3,3,0,0
33,0,0,1,4,1,2,1,2,2,2,2,0,6,0,11,3,0,2,1,1,5
52,0,0,6,3,0,1,1,3,3,2,2,1,8,0,18,3,0,2,2,7,6
23,0,1,5,1,0,3,1,3,1,1,1,1,0,0,22,1,0,2,3,1,0
52,0,0,1,4,2,3,0,2,2,4,3,0,0,0,15,2,0,4,3,4,0
24,0,0,2,2,2,1,0,3,1,3,1,0,3,0,13,2,0,4,3,2,0
22,0,0,7,2,0,3,1,3,1,2,3,1,1,0,21,1,0,2,3,1,0
28,0,0,6,3,1,2,0,2,1,3,2,1,1,0,13,3,0,3,2,2,2
34,0,1,4,1,2,1,0,3,1,1,1,1,1,0,11,3,0,2,3,1,0
26,0,1,23,3,1,2,1,1,1,4,3,1,1,0,18,2,0,2,1,0,0
31,0,0,16,3,2,1,0,3,2,2,2,0,3,1,13,1,1,2,3,0,0
19,0,0,20,1,2,4,0,3,1,2,3,1,1,0,19,3,0,2,2,0,0
20,0,0,8,1,2,3,1,3,1,1,2,1,1,0,11,3,0,4,3,0,1
21,0,1,6,1,0,3,1,3,1,1,1,1,1,0,22,1,0,2,3,0,0
29,0,1,18,3,0,2,1,2,1,5,3,1,4,1,12,1,0,2,2,0,0
40,2,0,3,3,1,1,1,3,2,4,2,1,3,1,14,3,1,4,3,7,8
42,1,0,24,3,0,3,0,3,2,3,2,1,3,0,19,4,0,0,1,0,0
43,0,1,1,2,2,1,0,1,2,5,1,0,8,1,13,3,0,1,2,5,2
34,0,0,27,3,0,2,0,3,2,2,4,0,1,0,18,4,0,2,2,6,6
20,0,0,18,1,4,4,0,3,1,1,3,1,1,0,19,1,0,2,2,0,0
33,0,0,14,3,2,2,0,3,1,3,3,0,5,0,13,3,0,2,1,3,0
50,1,0,6,3,0,3,1,1,4,3,2,0,7,0,11,3,0,2,1,7,13
32,1,0,1,3,0,1,0,1,1,3,2,1,1,0,12,2,0,2,3,0,0
40,0,1,5,2,0,1,1,2,1,1,1,1,5,0,16,1,0,2,1,0,0
29,1,0,1,4,0,1,0,1,1,3,3,1,1,1,11,2,0,3,2,0,0
19,0,0,2,3,2,2,0,2,1,3,2,1,1,0,13,4,0,3,2,1,0
42,0,1,4,3,0,1,1,3,1,4,1,0,3,0,12,2,0,3,2,2,0
35,0,0,8,3,2,4,0,2,1,1,3,0,0,0,16,1,0,0,2,0,0
30,1,0,12,4,0,2,1,1,1,2,1,0,1,0,18,2,1,2,3,0,0
29,0,1,22,3,0,1,0,2,1,1,3,0,3,0,11,2,0,2,2,1,0
29,0,1,21,3,0,1,0,2,1,1,3,0,4,0,11,1,0,2,2,1,0
44,0,1,3,3,0,1,1,2,1,4,1,0,3,1,12,3,0,3,3,2,0
28,0,1,24,3,2,3,0,2,1,3,2,0,1,0,16,2,2,2,3,1,0
20,0,0,9,1,2,4,0,3,1,1,3,1,1,0,11,3,0,4,3,0,0
52,0,0,2,4,1,2,0,2,2,4,3,0,0,0,15,2,0,3,3,5,0
33,0,0,5,2,2,4,0,2,1,3,3,1,0,0,14,2,0,2,2,0,0
29,0,1,21,2,0,1,0,2,1,1,3,0,3,0,11,2,0,2,2,2,0
34,0,0,14,2,3,1,1,1,1,2,4,1,5,0,13,3,1,2,1,2,1
36,0,1,9,3,3,4,1,2,1,1,2,0,0,0,16,1,0,0,1,0,0
28,0,0,1,1,0,2,0,2,1,3,1,0,0,0,11,3,1,1,3,0,0
32,0,0,1,2,0,1,1,1,2,2,2,1,6,0,14,2,0,2,2,0,0
33,0,0,9,4,1,1,0,3,2,2,1,0,1,0,17,1,0,3,2,1,0
33,1,0,9,4,0,3,0,3,2,3,1,0,2,0,17,2,0,3,2,1,0
45,0,0,9,3,2,1,0,2,2,2,3,1,4,1,11,1,0,1,3,6,3
40,0,0,25,3,1,3,0,2,2,2,2,1,2,0,12,3,0,2,3,4,1
30,0,0,1,4,1,2,1,2,1,1,1,1,6,0,12,3,0,2,1,3,1
23,0,0,6,3,0,3,1,3,1,3,1,0,1,0,21,2,1,2,3,0,0
21,0,0,6,1,0,3,0,2,1,1,1,1,0,0,22,1,0,2,3,0,0
21,0,0,18,1,4,3,0,2,1,1,3,0,1,0,18,1,0,2,2,0,0
50,1,0,8,3,0,1,0,1,3,4,3,0,2,1,15,3,0,2,3,2,0
25,1,0,4,1,0,3,1,3,1,1,1,1,0,0,21,2,0,2,3,3,0
28,0,1,24,3,2,3,0,2,1,3,2,0,1,0,16,2,2,2,3,1,0
47,0,0,27,3,1,2,0,2,2,2,1,1,3,0,13,2,1,3,3,1,1
30,0,0,23,3,0,1,0,3,1,1,3,0,2,0,11,2,0,2,3,4,0
